TransactionID,DateID,CustomerID,ProductID,Quantity,TotalAmount (FCFA)
c9d4d481-4c62-46bd-999c-dfb66dd60780,20220909,a7d0aa0c-01bc-4290-b79c-ebd49de8ac5b,72862ec0-1742-4f9c-a709-a0728e969839,10,76877.0
f35a8880-d351-4801-b7a0-4d39ccab46cd,20220212,f40da0e4-602f-4de5-9516-d151c812db73,499bce52-e5d6-42ce-9c6e-9f0ac5c0a50e,3,195719.13
4a232d34-fa76-4061-9c25-13190464c86f,20220903,2e52ee3a-e6bb-4ce4-8089-5574ac528e7b,6d810ee2-be81-412e-af2d-42886fbbe9dc,4,23380.24
352e0545-8e11-4f24-85ff-b56e9aec740d,20220225,f31dcdb1-fe0d-4e83-b36b-1b18a0f0fc92,5ecf1149-fbc2-4a43-aec2-8281bc7b46e3,6,94359.84
257619f0-aade-4012-a67a-e95906a7695a,20220213,b2321c86-6e44-42e6-a3ff-d320d965c3d8,80732120-89d7-4514-9c66-85834427d6ec,8,711800.96
704ea3f7-4795-43f3-9101-712f2c50e3ff,20220304,2a48fa26-3f2a-46bb-87b6-b463f1109f00,ceed084a-e42f-4134-b95e-000280ca2aeb,3,147439.35
c63b3d95-ddd0-4530-b6b2-66ff91d89852,20220424,27efd2de-03a7-4ecd-abda-29ab5c8b595c,e8faf872-8038-4092-975b-8efe44a57a88,4,84034.4
26a30b83-d640-497e-a49a-da5c9b26f29e,20220914,bc374c05-9824-44ad-9467-937622cebe9e,3de5fa71-940b-4836-9db0-ef3bb8115d14,9,176105.88
c315482d-0774-4fc6-9f46-be27681f0563,20220121,f6f052b8-7d19-4fe6-8755-c5d76a3c905b,6975f71f-88e6-4c7c-ba4b-5902b0e01fe3,1,40082.8
911ca8a3-b082-4b92-b4de-a9218f7f2427,20220417,f1dab393-9675-4271-acf4-2c9a0b531586,06fa2a15-cc8e-4ebc-9012-e3c98cfec276,9,288563.85
436a0e9d-a96f-4991-9f79-95f877846f79,20220210,d6704db3-6519-4752-ae12-2174ec6a5170,c8851540-6949-4e4a-941e-2b21d056d15d,7,17649.1
b9f65096-76ff-4238-adf6-af2080dd82f0,20220228,f40da0e4-602f-4de5-9516-d151c812db73,42c9bcaf-5b1b-48cd-bbe5-56555fbcc0aa,8,387745.36
c060c97e-924a-47fc-8b7c-b515966f9f75,20221113,49bcd3eb-aad8-4da5-968f-1d4ee1bc032f,6975f71f-88e6-4c7c-ba4b-5902b0e01fe3,1,40082.8
92c7171b-e242-4040-9dcc-382c9eb0c9b5,20220827,d77fbf93-5937-4e38-a10c-a9321d17e75f,5a2d3105-709b-472d-b189-98516de17c43,1,33100.44
238d1fdf-937a-4553-ac09-baaafaef6014,20220716,dfa3e3aa-8bcf-4046-96f5-b0c82964c5f8,72862ec0-1742-4f9c-a709-a0728e969839,1,7687.7
4d334a61-fbd2-4b28-9c78-139d7de7f0c5,20220805,5b1b7b68-3dec-41c2-a2eb-5a2d422e55bd,ceed084a-e42f-4134-b95e-000280ca2aeb,6,294878.7
7d25643c-38b5-4802-ae7f-15ec91f7c023,20220707,ca384104-3d1e-438c-b476-e6207050baf6,78874dee-c79c-47ec-81c4-b9b96278ca0b,7,149093.21
99cfecb8-bb13-42fd-960c-859699c85f7b,20220129,c824f2b3-447a-446a-b8b2-aa4ecdcd013d,e8faf872-8038-4092-975b-8efe44a57a88,4,84034.4
22aad7a4-bd81-4853-8998-a4ee3e9f3b8a,20220102,19e0a7e2-a9b1-47e4-90a8-d30e3fd6f3cf,4c416041-3920-4697-8a33-e90de01f5a47,9,58600.26
330092f7-4f8f-4873-9857-2790d9418c20,20220713,afc103d9-d30b-4d11-87c3-4983bcd0a8c5,b6237799-9566-41e7-b88f-6ad64023a13d,2,136945.18
3b968dfc-7b97-40dd-be35-872a21803b6e,20220203,499f1a84-f39f-44b9-8e86-61547b06d411,ceed084a-e42f-4134-b95e-000280ca2aeb,1,49146.45
a9cf9206-96f0-4ed6-8291-57fba892f434,20221221,4c67dc37-2dfd-46cc-8b1e-55b71942fc2e,499bce52-e5d6-42ce-9c6e-9f0ac5c0a50e,3,195719.13
48c2583d-6712-488e-b6ad-951dce8537e4,20220712,e714ad2c-2bbf-416b-907b-ffda2f9fc86b,dae1363e-fe6c-4798-8766-9bc7c8fdc2d3,3,24810.27
aac9c4bd-4e99-4d31-bb39-9f47d24c325d,20220618,00b4635d-b6d0-4a6c-8921-9cbb390c3f9c,91ac1c7e-76be-44ef-af00-8be550883876,10,90355.0
2f8c502a-4546-4add-9133-99343a9d7cfb,20220302,f15cfc8a-0b9d-42da-a315-076c668b598d,9eac14ad-ca5d-4794-b2fe-03b02c158cdf,3,190342.92
416a5b20-56ad-4b1f-b439-4b1760cf4d70,20220805,556665e2-b75d-4208-8555-a58d9a735ff0,3c971c1d-9fc4-417a-b114-802416f1168a,10,540201.7
ad3ac360-2f9b-4a19-8d75-8dd5510225a6,20220410,f31dcdb1-fe0d-4e83-b36b-1b18a0f0fc92,5ecf1149-fbc2-4a43-aec2-8281bc7b46e3,2,31453.28
9d38e96a-9b14-4716-a998-c3ca3c353e12,20220415,94156465-c31b-42e9-a78f-3f06e84864e0,ac3d2d0c-8845-4da0-8075-3b00c6369e5a,9,823205.61
0d1df02c-08d5-434e-b749-04c7409ed0fb,20220116,f13cc0c5-5c3c-449d-ba98-5324b6324cea,7b29d726-2630-4979-b26c-f2f526ebaa39,1,83781.56
31c8f3b2-0c73-4068-bfd3-4b56b08cb2b2,20221115,11300c04-12a2-4d79-971b-5ba11897d728,7c896a67-f8a5-4af9-a541-a2512fb71dd4,3,70430.22
455a7b7d-ba0c-41a8-9526-c2839fb0c77e,20221109,4f9e8c2b-c08a-4414-a8fb-e87cfb0e5dd9,06fa2a15-cc8e-4ebc-9012-e3c98cfec276,4,128250.6
8b1f701b-2cd6-4dd4-964b-ba615576a98f,20220807,a7d0aa0c-01bc-4290-b79c-ebd49de8ac5b,07ccf89e-6da7-41d9-b0a4-a68224e9b4d3,1,60927.14
ff59503a-9a51-4dab-8e47-5f6d41360957,20220630,27efd2de-03a7-4ecd-abda-29ab5c8b595c,7c896a67-f8a5-4af9-a541-a2512fb71dd4,2,46953.48
6465273a-4294-4cba-bbac-1c1c1161ed76,20220218,a51c6372-2b30-4183-bbff-992f4a56fa69,6d810ee2-be81-412e-af2d-42886fbbe9dc,6,35070.36
c8b9dfbe-d8d5-43e9-ad14-6b6ee63239a4,20220502,f40da0e4-602f-4de5-9516-d151c812db73,07ccf89e-6da7-41d9-b0a4-a68224e9b4d3,5,304635.7
19904bd3-acc7-45be-9c25-8390b1090e6a,20220316,4c67dc37-2dfd-46cc-8b1e-55b71942fc2e,5a2d3105-709b-472d-b189-98516de17c43,2,66200.88
c1779a4d-ddaa-4f78-aa54-42aa50acac98,20220705,7f4f221f-4dbe-4a0e-a57e-6712a6284cd4,e8faf872-8038-4092-975b-8efe44a57a88,10,210086.0
f6bbab3d-ce77-40e8-b89c-53d844b0c18e,20220625,6883d175-d6dd-438a-a4ad-d9132863c9d9,3c971c1d-9fc4-417a-b114-802416f1168a,3,162060.51
47e5346c-9938-4cd6-a882-e47b5bdab41b,20220513,6fa3549d-7505-429e-9489-a9c7fba1f8f4,e3267f7b-ecb6-4e0d-ba61-e0ffea5ecc89,10,89054.3
1d444c86-bb1e-4335-9058-fa771b85796c,20220920,4f9e8c2b-c08a-4414-a8fb-e87cfb0e5dd9,9401a302-1b89-4e31-a115-52cf8a9f00d2,2,203410.76
6f660224-63df-4da7-8be0-34767cd3132c,20220307,0beaaa0e-63a2-4ce5-87bb-a8bacdece399,ea39afc2-a729-485e-98b0-279b855a4630,10,309524.9
d0bd4dac-32de-428a-8169-a785d5943fe6,20220831,2e52ee3a-e6bb-4ce4-8089-5574ac528e7b,3c971c1d-9fc4-417a-b114-802416f1168a,8,432161.36
82f939d1-bbb5-4da3-a256-8e3e289822ce,20220221,7c37d798-7fa9-47fb-816c-79308c24954e,91ac1c7e-76be-44ef-af00-8be550883876,10,90355.0
187e1ccb-0449-4fd9-996b-a4f3f2499f63,20220623,72160585-bfd0-4461-a3a1-ae251517ad58,c0e38805-3068-4d3b-8936-9b6723deb081,3,187792.92
066656b3-ed1e-4061-b23a-b7c1cfe8d92e,20220320,a5327202-251d-4566-bb59-6883c63dbc1e,79f8691e-0690-4ced-bcfc-75d33215a767,1,256333.22
0a6d7e00-b513-4610-890f-a73665564526,20221010,e4c5b703-0d40-47bd-8d51-39ba72dc8c56,07ccf89e-6da7-41d9-b0a4-a68224e9b4d3,1,60927.14
1e6465db-c2cf-4d2a-b1e0-e40a95783565,20220701,b2321c86-6e44-42e6-a3ff-d320d965c3d8,6d810ee2-be81-412e-af2d-42886fbbe9dc,1,5845.06
ad9ede2a-2647-4e49-b854-1e619f46d152,20221227,6883d175-d6dd-438a-a4ad-d9132863c9d9,e3267f7b-ecb6-4e0d-ba61-e0ffea5ecc89,6,53432.58
6dee80c1-b6e2-48d6-8b28-37acd3138964,20220718,221d0e14-4dcb-46b2-b7f6-761abef88f31,241cc28d-106a-450c-b94a-24379a8f0fc0,10,161550.0
c5d6f36f-ac5c-41d4-bb5e-5915e9c0682a,20220501,09a02857-9271-47b4-aef8-862113483123,7c896a67-f8a5-4af9-a541-a2512fb71dd4,2,46953.48
7fac9083-4571-4550-a0d2-2baafac0b150,20220205,07e75889-e7e7-4e89-bc36-786f20d94a24,80732120-89d7-4514-9c66-85834427d6ec,6,533850.72
8a61ff88-6edc-4b1e-b597-e3bbb1126618,20221001,4b55e53b-1337-455c-8309-847b04b82cea,8e25db98-5d2a-4e43-a049-b60aacb66c44,9,2587569.03
3fdfa31c-fdc8-4fd4-9b9c-2e14b2ebb9bb,20220807,1e657e4f-ee72-4bc1-9c24-e555a4831dea,78874dee-c79c-47ec-81c4-b9b96278ca0b,4,85196.12
d6bbd86a-6760-4187-b975-57424a777c3f,20220105,3db641ed-8d16-478c-8b97-d9ae75b08500,c8851540-6949-4e4a-941e-2b21d056d15d,7,17649.1
7d4d7d81-2130-4420-8c31-1bef4ed630cb,20220418,0beaaa0e-63a2-4ce5-87bb-a8bacdece399,79f8691e-0690-4ced-bcfc-75d33215a767,9,2306998.98
0e52afbb-80f1-4699-ac20-a66d19d0e028,20220708,00b4635d-b6d0-4a6c-8921-9cbb390c3f9c,241cc28d-106a-450c-b94a-24379a8f0fc0,8,129240.0
b544f0c0-b437-4ba3-9105-4f910f0054d8,20220916,d1d7b542-1b6c-444c-ba11-52ad7c27050f,07ccf89e-6da7-41d9-b0a4-a68224e9b4d3,2,121854.28
d3321df9-fd9d-4bb7-9e32-65f8b8e7b2c8,20221017,1ff83b33-8698-43a4-b854-02d1f87c292f,e8faf872-8038-4092-975b-8efe44a57a88,6,126051.6
92108b00-73e1-44f6-b0c8-7d184067b3a8,20220323,bee6731b-caf6-4e9c-850a-de149e5dbe10,241cc28d-106a-450c-b94a-24379a8f0fc0,7,113085.0
c69a2834-b8c1-46b9-b760-c25b5ca56ef4,20220607,dfa7bbba-05c6-446c-b5b7-224161565de3,5a2d3105-709b-472d-b189-98516de17c43,2,66200.88
28efd3d8-c94e-4034-9bec-8b2713d2cfcf,20220511,ea81a8a6-6e59-4942-a4a7-25873ac9e43d,42c9bcaf-5b1b-48cd-bbe5-56555fbcc0aa,3,145404.51
caccf8a3-ccc1-449f-baaf-b47fedd68f90,20221126,991b863c-2c7b-4b40-b521-6f215c32d05e,9eac14ad-ca5d-4794-b2fe-03b02c158cdf,9,571028.76
64fd5766-fd7f-4512-a872-36e586008ccf,20220902,a8d53926-dda3-4d18-9a51-f61412d034b9,a3d27a3c-8cae-4a57-b89b-eb96e407f0b5,2,31738.12
9f5b3533-245c-4cc0-b6b2-0a78745fc977,20220818,b677199e-4217-4b79-95c1-d1d17d04c2b3,ea39afc2-a729-485e-98b0-279b855a4630,9,278572.41
6cf67758-dff7-4083-9d6b-6681600b6f63,20220415,71faae1c-a925-449a-8ce8-a08f0dd01360,4c416041-3920-4697-8a33-e90de01f5a47,1,6511.14
6bc2b5aa-566e-4ff3-bad6-5b8b9c05abe5,20220411,2ff3935c-386f-4c62-ac00-401cf1fd3aa1,9eac14ad-ca5d-4794-b2fe-03b02c158cdf,9,571028.76
cef092c9-640c-418a-8b9e-d13f3d3d9fb0,20221220,eb82555b-1069-4e75-8bba-d3d3080ba1f8,7b29d726-2630-4979-b26c-f2f526ebaa39,1,83781.56
e5040efc-8354-4244-b86a-01fe557ddc5e,20220418,f1dab393-9675-4271-acf4-2c9a0b531586,c3936af4-94d3-435b-8b0c-751aa093c2af,5,155849.15
c8857dd2-9a78-433b-bd35-5c8ce1e4967f,20220803,f31dcdb1-fe0d-4e83-b36b-1b18a0f0fc92,7c896a67-f8a5-4af9-a541-a2512fb71dd4,5,117383.7
194611d2-a131-46cf-b6dd-4babf990f6db,20220901,499f1a84-f39f-44b9-8e86-61547b06d411,78874dee-c79c-47ec-81c4-b9b96278ca0b,10,212990.3
fbb8c4cb-b24a-4a0d-9b3e-748d97e2b7f9,20220304,601ad835-e779-46b8-bb79-8e1263bec62a,c3936af4-94d3-435b-8b0c-751aa093c2af,2,62339.66
385e1bbe-3b2e-4002-8c9f-e8771b48de2e,20220801,ab4b4f5d-c460-47f1-bcc7-41061fc2aee7,c8851540-6949-4e4a-941e-2b21d056d15d,4,10085.2
5bd9b775-a436-4cad-a46c-e962dbe2c782,20220809,71faae1c-a925-449a-8ce8-a08f0dd01360,ceed084a-e42f-4134-b95e-000280ca2aeb,7,344025.15
5190fb39-aa97-4c7b-836c-3cd7a8b9eb09,20220609,6fa3549d-7505-429e-9489-a9c7fba1f8f4,b6237799-9566-41e7-b88f-6ad64023a13d,3,205417.77
31e7620b-3be5-4fc5-9f5b-3d9c8fd8832e,20220721,d1d7b542-1b6c-444c-ba11-52ad7c27050f,5a2d3105-709b-472d-b189-98516de17c43,5,165502.2
d9118307-918d-4bc1-b4f3-1b598a8a4e85,20220911,4f9e8c2b-c08a-4414-a8fb-e87cfb0e5dd9,241cc28d-106a-450c-b94a-24379a8f0fc0,2,32310.0
60e7a5e9-5a84-4976-8274-6db2c008046f,20221210,209aef92-7695-4799-b790-02daec15f3db,80732120-89d7-4514-9c66-85834427d6ec,1,88975.12
4dd2fec3-0673-47d0-955f-f0785c1ec166,20220114,556665e2-b75d-4208-8555-a58d9a735ff0,78874dee-c79c-47ec-81c4-b9b96278ca0b,6,127794.18
4d9303fa-260a-4620-8e92-5b58d13b2707,20220426,143c08bb-b694-484e-aac6-43e04b03cade,499bce52-e5d6-42ce-9c6e-9f0ac5c0a50e,10,652397.1
0167ba1d-209d-4fe3-b008-83b14f3feae6,20220622,334ef538-c73d-4b89-bdb0-9a860a20be8b,e3267f7b-ecb6-4e0d-ba61-e0ffea5ecc89,4,35621.72
4530f869-0dbe-4bfd-91c4-649869c83039,20220813,d6704db3-6519-4752-ae12-2174ec6a5170,7b29d726-2630-4979-b26c-f2f526ebaa39,4,335126.24
21f0abee-1fe6-40ea-8288-583d73c5ff16,20221013,910dddbc-c322-44c2-a661-7c8dc508bddd,7b29d726-2630-4979-b26c-f2f526ebaa39,9,754034.04
a1af93d6-f52b-4a8c-8e43-ef5fbc3d2fea,20220602,d1d7b542-1b6c-444c-ba11-52ad7c27050f,85d37ab6-27af-4538-83ef-e20d44339595,2,68063.5
aa0775e2-72c9-4b38-898d-5c4c7b148596,20221215,2093e964-415b-4e98-9939-a5ddcfb09236,06fa2a15-cc8e-4ebc-9012-e3c98cfec276,9,288563.85
6d007662-8e82-4058-addc-ab8fcc44c3f8,20220730,fa3ab67f-9859-47ce-8f61-81306de289fb,c3936af4-94d3-435b-8b0c-751aa093c2af,9,280528.47
afc7eb84-b31f-4244-8cf1-a7ed596f8a5d,20220612,f40da0e4-602f-4de5-9516-d151c812db73,5ecf1149-fbc2-4a43-aec2-8281bc7b46e3,3,47179.92
deb4b01f-fd16-45c7-bc03-cf509df9d3cc,20220422,f541a780-5058-4c92-865c-1809ef138688,e8faf872-8038-4092-975b-8efe44a57a88,2,42017.2
0f3dd5ac-2ace-49c2-ba8a-37ad563eba50,20220724,9bde526b-a7bf-4aec-a460-97d4bbbce782,dae1363e-fe6c-4798-8766-9bc7c8fdc2d3,5,41350.45
72bf50b0-254f-4e27-90b4-7b0220b42791,20220624,c2798aab-b4a2-4806-9e60-6c92179109e5,e3267f7b-ecb6-4e0d-ba61-e0ffea5ecc89,2,17810.86
79b6b97e-f797-4286-8aea-444a76c4dd82,20220318,09a24429-fabd-40aa-9329-0941900294b6,5634bf19-5808-4886-9ca3-642be48fa78c,6,221788.38
ead80bf6-0b4f-4100-b46c-33759b8beb29,20220305,f40da0e4-602f-4de5-9516-d151c812db73,80732120-89d7-4514-9c66-85834427d6ec,9,800776.08
ca9ed0af-e786-4629-aead-0589d1d4559b,20220209,aed248f2-83e5-4e3d-a3d4-57e8a88201db,8e25db98-5d2a-4e43-a049-b60aacb66c44,1,287507.67
509dc1c1-08df-4187-a5d0-c31d3545e6a9,20220328,0d286341-b149-4f8a-91cb-375846a4f82b,72862ec0-1742-4f9c-a709-a0728e969839,3,23063.1
9c14092e-4359-458c-9490-14461da1d33e,20220509,9bde526b-a7bf-4aec-a460-97d4bbbce782,499bce52-e5d6-42ce-9c6e-9f0ac5c0a50e,4,260958.84
556e2093-6d06-4681-85ed-4bb7bdcf7f06,20221207,4e37d84d-b651-416d-a794-8ebc571d7714,a3d27a3c-8cae-4a57-b89b-eb96e407f0b5,8,126952.48
f5e4e56d-06e1-4f31-94cc-1e0f4ff4c8e9,20220928,143c08bb-b694-484e-aac6-43e04b03cade,ceed084a-e42f-4134-b95e-000280ca2aeb,5,245732.25
9d3de63e-d721-4ff2-a79e-36cc29175899,20220524,9bde526b-a7bf-4aec-a460-97d4bbbce782,499bce52-e5d6-42ce-9c6e-9f0ac5c0a50e,5,326198.55
e668eb69-3782-4972-8cf1-41444e03f15a,20220115,07e75889-e7e7-4e89-bc36-786f20d94a24,7b29d726-2630-4979-b26c-f2f526ebaa39,6,502689.36
c63b29fb-1aa2-4895-8906-08f31ef5a564,20220606,dadc5c2a-7610-4dc7-a132-44aacf4d8667,72862ec0-1742-4f9c-a709-a0728e969839,8,61501.6
d92a0766-9a75-4c80-bdba-74392e651f0e,20220929,302c3f2b-404e-4d52-80e2-528c0968889a,85d37ab6-27af-4538-83ef-e20d44339595,5,170158.75
18671b9a-4f4c-47e0-a5d4-3b70ffbb2231,20220706,1724f31e-9e05-4408-b292-26eee7deea22,9401a302-1b89-4e31-a115-52cf8a9f00d2,5,508526.9
92c88856-aa1d-4117-a0d8-1f87466f0da7,20220128,c009d7b5-d21a-4224-9849-29bfb2edffde,953a4231-05c6-43f8-a494-911a5c9ec5cd,6,246760.5
320b113f-17f9-4654-9f4a-983c870c53f8,20220521,aed248f2-83e5-4e3d-a3d4-57e8a88201db,c8851540-6949-4e4a-941e-2b21d056d15d,5,12606.5
8601b121-6de3-4978-b94b-dad1c78ea166,20221112,e60d6ea6-b851-4207-ae45-998a225323b0,5a2d3105-709b-472d-b189-98516de17c43,4,132401.76
a1c5ef7c-d12f-42d5-8ad7-ae8ff98c461b,20221102,9673bfbb-1554-48ca-9a2e-fb3e954d0526,7b29d726-2630-4979-b26c-f2f526ebaa39,1,83781.56
251f094a-d132-4547-9530-0fe4b6eacc82,20220907,b5f3378c-f3c4-48b2-b5da-2e5674e6bf9c,e8faf872-8038-4092-975b-8efe44a57a88,6,126051.6
fc7aa946-8131-46c1-a7c8-01d0a682d7e0,20221229,27efd2de-03a7-4ecd-abda-29ab5c8b595c,9401a302-1b89-4e31-a115-52cf8a9f00d2,6,610232.28
0fcc545c-dab9-4236-9bd0-77e5c5b01ccc,20221218,f40da0e4-602f-4de5-9516-d151c812db73,8e25db98-5d2a-4e43-a049-b60aacb66c44,6,1725046.02
6985775f-2589-4364-8b9c-3285aee62880,20220608,21bd9519-af3b-43ed-9d83-39741f521ab0,8e25db98-5d2a-4e43-a049-b60aacb66c44,2,575015.34
87f5f5ed-389e-4b9a-b3b9-186a5739fbfa,20220412,fc82e5b6-d279-4eca-92fd-871934ad464e,72862ec0-1742-4f9c-a709-a0728e969839,1,7687.7
769b47eb-1998-4375-9a13-5d2b359211b6,20220811,72415bdd-522a-4714-9520-c06d007b07a5,e8faf872-8038-4092-975b-8efe44a57a88,2,42017.2
defa95aa-b325-4d9a-9d1d-96cb7dd99250,20220105,079094b3-b61b-482a-969c-161873313954,3c971c1d-9fc4-417a-b114-802416f1168a,9,486181.53
a458d37f-1fc5-4628-87e4-ca669865e5cb,20220610,a4220d30-f628-40ed-ad32-383c8686043a,5634bf19-5808-4886-9ca3-642be48fa78c,10,369647.3
7ffd01f8-d137-4f25-9745-d59bc4c783de,20220611,bbc78d46-7341-4e0e-8bcc-2db1ced5f1ce,6975f71f-88e6-4c7c-ba4b-5902b0e01fe3,3,120248.4
92230984-dcdf-4851-b088-e9ef3024c37c,20220316,f15cfc8a-0b9d-42da-a315-076c668b598d,953a4231-05c6-43f8-a494-911a5c9ec5cd,5,205633.75
db075e4e-4d2c-4487-a1f6-8cb750ca9614,20221210,d0223600-a3c2-4b03-bb54-a455f70841c5,79f8691e-0690-4ced-bcfc-75d33215a767,10,2563332.2
a7ac6464-7e55-439b-9fec-11be4fd89a05,20221004,ab82703f-941a-4ea7-a3c7-f101b513194c,06fa2a15-cc8e-4ebc-9012-e3c98cfec276,7,224438.55
81b65b23-f2b5-45f1-a303-33ff8c633e18,20220616,e0b5db52-88a0-45e6-89a1-92292000b086,9401a302-1b89-4e31-a115-52cf8a9f00d2,2,203410.76
f79d56a4-cd00-4f57-bdae-0701aee9d971,20220623,d88ff310-d4c6-4e7b-b65c-6736cd556711,ceed084a-e42f-4134-b95e-000280ca2aeb,6,294878.7
b15fb98c-2361-4ea9-90e1-19953a40ce92,20221120,556665e2-b75d-4208-8555-a58d9a735ff0,6d810ee2-be81-412e-af2d-42886fbbe9dc,2,11690.12
bfbf87d3-1f02-4132-9c40-ea172154cedd,20220304,5f865ce4-2977-40bd-972c-69bed5d5af60,78874dee-c79c-47ec-81c4-b9b96278ca0b,5,106495.15
3b9a2322-050e-4a28-8b68-a8e119444c1a,20221027,6eb2e3dc-1e06-4e07-a44a-239d122cb2e2,e3267f7b-ecb6-4e0d-ba61-e0ffea5ecc89,5,44527.15
cb3955dc-2dee-49c9-b21e-e209acca1ec5,20220216,55eec346-08a7-42ad-8c22-6f324425f216,ceed084a-e42f-4134-b95e-000280ca2aeb,1,49146.45
afa1da27-f735-4201-bd1b-fc8afbc516f3,20220630,fd7df2b8-1f10-492d-892c-038b47748703,5a2d3105-709b-472d-b189-98516de17c43,10,331004.4
323074e9-2748-4a56-9256-9a2294f08200,20221030,4f9e8c2b-c08a-4414-a8fb-e87cfb0e5dd9,42c9bcaf-5b1b-48cd-bbe5-56555fbcc0aa,10,484681.7
4be71b30-0a4c-442a-a502-cd0c781bd9dc,20221129,206113ca-eff2-4604-af98-b1f6b71fa340,72862ec0-1742-4f9c-a709-a0728e969839,1,7687.7
b8cb49aa-3447-4b51-a0d2-7f3f8e812533,20221112,c824f2b3-447a-446a-b8b2-aa4ecdcd013d,7c896a67-f8a5-4af9-a541-a2512fb71dd4,7,164337.18
0453ca36-c19f-454a-a741-6188f6ea9b99,20220127,d0223600-a3c2-4b03-bb54-a455f70841c5,4c416041-3920-4697-8a33-e90de01f5a47,3,19533.42
1aa75c15-095b-47b5-8a19-d20d6691fefc,20221007,ca3f1b39-c5b1-42eb-96c6-b6f15a4d8ff5,dae1363e-fe6c-4798-8766-9bc7c8fdc2d3,9,74430.81
ba708d9f-3139-47dd-bbed-89cb66a8fa69,20220227,b008cdab-6667-436a-bf89-25d4d689a22e,80732120-89d7-4514-9c66-85834427d6ec,2,177950.24
7fe3dfb3-7387-4bbf-b6e1-2127fd5fa855,20220103,2e52ee3a-e6bb-4ce4-8089-5574ac528e7b,ea39afc2-a729-485e-98b0-279b855a4630,6,185714.94
4d01e703-7b70-49e6-b5a3-638beaa1a7d8,20221129,946c6ae9-5fe2-4c8e-91bb-8bb05af7ad7a,91ac1c7e-76be-44ef-af00-8be550883876,1,9035.5
2f4be8dd-0dd1-4016-bfda-137f9f7aee73,20220324,2093e964-415b-4e98-9939-a5ddcfb09236,78874dee-c79c-47ec-81c4-b9b96278ca0b,5,106495.15
44fd7824-0b3e-4997-bea8-3be5cdce53db,20220227,3db641ed-8d16-478c-8b97-d9ae75b08500,85d37ab6-27af-4538-83ef-e20d44339595,7,238222.25
fdb1c59b-95e7-4368-8975-3c92e96a826e,20220821,9bde526b-a7bf-4aec-a460-97d4bbbce782,3c971c1d-9fc4-417a-b114-802416f1168a,5,270100.85
87fcc9fa-ec00-4463-b980-3a1274da905b,20220907,367f5b79-c99e-4dbd-b1a8-f0ddbc6fc7ee,79f8691e-0690-4ced-bcfc-75d33215a767,10,2563332.2
73d8b201-c637-4a71-9f75-f1c66caf6bbb,20220308,ab4b4f5d-c460-47f1-bcc7-41061fc2aee7,b6237799-9566-41e7-b88f-6ad64023a13d,10,684725.9
11c9c759-46f7-43ae-a752-1d0b6ef1328a,20221115,99a02fa1-19bd-4add-a9b0-5905df9c0247,3c971c1d-9fc4-417a-b114-802416f1168a,4,216080.68
5ce21739-ef38-441d-8c56-56f187323eff,20220903,60a2bf64-6af0-4683-b112-3cff4bb20465,b6237799-9566-41e7-b88f-6ad64023a13d,5,342362.95
16817282-ca30-4424-8824-a3892fdbf59f,20220814,d6704db3-6519-4752-ae12-2174ec6a5170,5a2d3105-709b-472d-b189-98516de17c43,3,99301.32
3ab3d69c-9f43-4df6-a4be-cee73a2c899f,20220205,1682f59b-3c88-455d-819d-73cbd6a7ec9a,5a2d3105-709b-472d-b189-98516de17c43,8,264803.52
